Wed Sep  9 18:22:12 2020    output.prof

         3368231 function calls (3228307 primitive calls) in 76.218 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      427    0.011    0.000   73.388    0.172 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\def_function.py:757(__call__)
      427    0.004    0.000   73.356    0.172 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\def_function.py:798(_call)
        1    0.000    0.000   73.214   73.214 <ipython-input-10-724290314df6>:1(<module>)
     16/1    0.001    0.000   73.211   73.211 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:106(_method_wrapper)
        1    0.013    0.013   73.210   73.210 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:824(fit)
      425    0.004    0.000   70.458    0.166 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:2825(__call__)
      427    0.005    0.000   68.883    0.161 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:1827(_filtered_call)
      427    0.012    0.000   68.861    0.161 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:1850(_call_flat)
      427    0.015    0.000   68.801    0.161 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:509(call)
      427    0.005    0.000   68.777    0.161 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\execute.py:33(quick_execute)
      427   68.771    0.161   68.771    0.161 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
      437    0.006    0.000    4.799    0.011 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:3147(_maybe_define_function)
       13    0.001    0.000    4.658    0.358 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:3047(_create_graph_function)
       19    0.003    0.000    3.902    0.205 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:801(func_graph_from_py_func)
    78/13    0.001    0.000    3.393    0.261 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\impl\api.py:417(converted_call)
        4    0.000    0.000    3.254    0.814 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\def_function.py:583(wrapped_fn)
        4    0.000    0.000    3.254    0.814 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:958(wrapper)
    72/13    0.000    0.000    3.009    0.231 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\impl\api.py:330(_call_unconverted)
    68/13    0.001    0.000    2.978    0.229 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\impl\api.py:247(wrapper)
        4    0.000    0.000    2.850    0.712 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:1130(run)
        4    0.000    0.000    2.849    0.712 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2537(call_for_each_replica)
        4    0.000    0.000    2.849    0.712 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2941(_call_for_each_replica)
        3    0.000    0.000    2.712    0.904 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\def_function.py:663(_initialize)
        3    0.000    0.000    2.708    0.903 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:2850(_get_concrete_function_internal_garbage_collected)
1405/1255    0.165    0.000    2.619    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\op_def_library.py:299(_apply_op_helper)
        2    0.000    0.000    2.367    1.183 C:\Users\39331\AppData\Local\Temp\tmpdt5x2456.py:9(tf__train_function)
        2    0.000    0.000    2.366    1.183 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:785(step_function)
        2    0.000    0.000    2.345    1.172 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:788(run_step)
        2    0.000    0.000    2.333    1.167 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:716(train_step)
 1313/933    0.003    0.000    2.170    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\dispatch.py:198(wrapper)
        1    0.000    0.000    2.113    2.113 <ipython-input-11-be3b8f7536ad>:1(<module>)
        1    0.000    0.000    2.113    2.113 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:126(_method_wrapper)
        1    0.003    0.003    2.111    2.111 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:1486(predict)
1832/1826    0.022    0.000    1.792    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:528(_create_op_internal)
     1832    0.039    0.000    1.755    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:3418(_create_op_internal)
       15    0.002    0.000    1.610    0.107 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:1242(evaluate)
        2    0.000    0.000    1.563    0.781 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:2696(_minimize)
3122/2909    0.016    0.000    1.259    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:1448(convert_to_tensor)
     1832    0.070    0.000    1.145    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:1839(__init__)
        2    0.000    0.000    1.026    0.513 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\optimizer_v2\optimizer_v2.py:473(apply_gradients)
        4    0.000    0.000    0.951    0.238 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2683(merge_call)
        4    0.000    0.000    0.951    0.238 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2717(_merge_call)
        2    0.001    0.000    0.949    0.474 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\optimizer_v2\optimizer_v2.py:588(_distributed_apply)
    64/16    0.003    0.000    0.935    0.058 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:875(__call__)
       36    0.000    0.000    0.927    0.026 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2233(update)
       36    0.000    0.000    0.921    0.026 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2952(_update)
       36    0.000    0.000    0.920    0.026 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2957(_update_non_slot)
       36    0.000    0.000    0.914    0.025 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\optimizer_v2\optimizer_v2.py:591(apply_grad_to_update_var)
       36    0.002    0.000    0.913    0.025 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\optimizer_v2\rmsprop.py:175(_resource_apply_dense)
       13    0.001    0.000    0.834    0.064 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:1460(__init__)
       19    0.002    0.000    0.817    0.043 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:412(__init__)
      182    0.001    0.000    0.813    0.004 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\message.py:193(ParseFromString)
      182    0.001    0.000    0.811    0.004 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1135(MergeFromString)
11419/182    0.082    0.000    0.810    0.004 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1161(InternalParse)
      600    0.002    0.000    0.809    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:281(_call_batch_hook)
      600    0.007    0.000    0.800    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:332(_call_batch_hook_helper)
      507    0.002    0.000    0.799    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\constant_op.py:166(constant)
      507    0.008    0.000    0.798    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\constant_op.py:267(_constant_impl)
       13    0.000    0.000    0.790    0.061 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:597(__init__)
  866/570    0.004    0.000    0.786    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\training\tracking\base.py:453(_method_wrapper)
      300    0.002    0.000    0.782    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:302(_call_batch_end_hook)
      285    0.001    0.000    0.782    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:432(on_train_batch_end)
  487/321    0.011    0.000    0.773    0.002 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\decoder.py:722(DecodeRepeatedField)
      285    0.001    0.000    0.711    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:960(on_train_batch_end)
      285    0.005    0.000    0.710    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\callbacks.py:999(_batch_update_progbar)
      300    0.039    0.000    0.692    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\utils\generic_utils.py:528(update)
33985/28780    0.316    0.000    0.605    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:509(init)
        4    0.000    0.000    0.564    0.141 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\sequential.py:352(call)
        4    0.000    0.000    0.564    0.141 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\functional.py:367(call)
        4    0.001    0.000    0.564    0.141 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\functional.py:464(_run_internal_graph)
      276    0.002    0.000    0.560    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_ops.py:1122(binary_op_wrapper)
  319/270    0.002    0.000    0.548    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\variables.py:258(__call__)
      277    0.001    0.000    0.543    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:50(_default_conversion_function)
1678/1650    0.030    0.000    0.542    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\decoder.py:875(DecodeMap)
      246    0.003    0.000    0.536    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_resource_variable_ops.py:452(read_variable_op)
        2    0.000    0.000    0.535    0.267 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\backprop.py:983(gradient)
       45    0.000    0.000    0.534    0.012 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\layers\core.py:1192(call)
       45    0.001    0.000    0.534    0.012 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\layers\ops\core.py:30(dense)
      554    0.532    0.001    0.534    0.001 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_FastPathExecute}
        2    0.000    0.000    0.533    0.267 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\imperative_grad.py:33(imperative_grad)
        2    0.002    0.001    0.533    0.267 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeGradient}
      204    0.000    0.000    0.522    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1908(_dense_var_to_tensor)
      204    0.001    0.000    0.522    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1317(_dense_var_to_tensor)
      204    0.002    0.000    0.508    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:550(value)
        3    0.000    0.000    0.506    0.169 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:1073(__init__)
      130    0.002    0.000    0.502    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\backprop.py:132(_gradient_function)
        3    0.000    0.000    0.499    0.166 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:254(__init__)
      210    0.002    0.000    0.496    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:643(_read_variable_op)
       24    0.000    0.000    0.482    0.020 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1419(__init__)
       24    0.002    0.000    0.481    0.020 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1520(_init_from_args)
      210    0.001    0.000    0.480    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:646(read_and_set_handle)
      249    0.003    0.000    0.473    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:6143(mul)
     2248    0.015    0.000    0.459    0.000 C:\Users\39331\anaconda3\lib\site-packages\ipykernel\iostream.py:197(schedule)
    42/39    0.001    0.000    0.445    0.011 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\deprecation.py:473(new_func)
16200/5515    0.079    0.000    0.438    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1064(ByteSize)
     2269    0.425    0.000    0.425    0.000 C:\Users\39331\anaconda3\lib\site-packages\zmq\sugar\socket.py:342(send)
     6733    0.003    0.000    0.421    0.000 {built-in method builtins.iter}
       48    0.001    0.000    0.419    0.009 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:1135(enumerate_epochs)
       25    0.000    0.000    0.418    0.017 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:648(__init__)
       17    0.000    0.000    0.418    0.025 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:403(__iter__)
       17    0.001    0.000    0.416    0.024 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:700(_create_iterator)
       22    0.000    0.000    0.403    0.018 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\variables.py:223(_variable_v2_call)
       12    0.000    0.000    0.395    0.033 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\sequential.py:156(add)
       17    0.000    0.000    0.389    0.023 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:2987(make_iterator)
        1    0.000    0.000    0.385    0.385 <ipython-input-9-4b674ec37727>:1(<module>)
      185    0.000    0.000    0.381    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_ops.py:463(multiply)
      258    0.000    0.000    0.379    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\constant_op.py:298(_constant_eager_impl)
      258    0.007    0.000    0.379    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\constant_op.py:70(convert_to_eager_tensor)
        4    0.000    0.000    0.377    0.094 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\impl\conversion.py:109(convert)
        4    0.000    0.000    0.377    0.094 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:384(transform_function)
     1832    0.050    0.000    0.377    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:1764(_create_c_op)
        4    0.000    0.000    0.376    0.094 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:362(_transformed_factory)
        1    0.000    0.000    0.375    0.375 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\sequential.py:107(__init__)
        1    0.000    0.000    0.375    0.375 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:246(__init__)
        4    0.000    0.000    0.374    0.093 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\variables.py:237(<lambda>)
        4    0.000    0.000    0.374    0.093 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\variable_scope.py:2616(default_variable_creator_v2)
        1    0.000    0.000    0.373    0.373 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:312(_init_batch_counters)
      832    0.001    0.000    0.369    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:514(ensure_initialized)
       12    0.001    0.000    0.368    0.031 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:996(_functional_construction_call)
     1828    0.023    0.000    0.359    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\encoder.py:351(FieldSize)
        9    0.001    0.000    0.346    0.038 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3186(__init__)
        2    0.000    0.000    0.343    0.172 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:902(config)
        4    0.000    0.000    0.342    0.086 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\context.py:1216(_initialize_physical_devices)
        1    0.342    0.342    0.342    0.342 {built-in method tensorflow.python._pywrap_tfe.TF_ListPhysicalDevices}
        9    0.000    0.000    0.341    0.038 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:2931(get_concrete_function)
        9    0.000    0.000    0.341    0.038 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\function.py:2870(_get_concrete_function_garbage_collected)
     1294    0.011    0.000    0.336    0.000 C:\Users\39331\anaconda3\lib\site-packages\ipykernel\iostream.py:386(write)
      147    0.001    0.000    0.333    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\math_ops.py:1450(_mul_dispatch)
        3    0.000    0.000    0.330    0.110 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\compile_utils.py:164(__call__)
       13    0.024    0.002    0.327    0.025 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:301(__exit__)
        1    0.000    0.000    0.326    0.326 C:\Users\39331\AppData\Local\Temp\tmpzg27brbm.py:9(tf__test_function)
        1    0.000    0.000    0.326    0.326 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:1204(step_function)
        1    0.000    0.000    0.320    0.320 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:1207(run_step)
        1    0.000    0.000    0.315    0.315 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:1148(test_step)
      314    0.004    0.000    0.306    0.001 C:\Users\39331\anaconda3\lib\site-packages\ipykernel\iostream.py:337(flush)
       79    0.001    0.000    0.304    0.004 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:5591(mat_mul)
14891/8374    0.020    0.000    0.288    0.000 C:\Users\39331\anaconda3\lib\contextlib.py:108(__enter__)
 6951/144    0.016    0.000    0.266    0.002 C:\Users\39331\anaconda3\lib\ast.py:359(visit)
     2694    0.007    0.000    0.265    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:595(capture)
5784/4669    0.025    0.000    0.264    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\decoder.py:744(DecodeField)
        3    0.000    0.000    0.263    0.088 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:300(_transform_function)
    11865    0.047    0.000    0.258    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\containers.py:575(__getitem__)
     2043    0.016    0.000    0.255    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:519(_get_resource_inputs)
      375    0.003    0.000    0.252    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:644(_capture_helper)
     1832    0.037    0.000    0.246    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:3521(_create_op_helper)
      156    0.002    0.000    0.242    0.002 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:1123(_create_substitute_placeholder)
       15    0.000    0.000    0.240    0.016 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\layers\core.py:205(call)
      178    0.004    0.000    0.235    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\eager\graph_only_ops.py:29(graph_placeholder)
       18    0.000    0.000    0.232    0.013 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\smart_cond.py:27(smart_cond)
     1832    0.024    0.000    0.231    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\ops.py:1737(_NodeDef)
       15    0.000    0.000    0.230    0.015 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\utils\tf_utils.py:42(smart_cond)
        3    0.000    0.000    0.229    0.076 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\losses.py:117(__call__)
       45    0.001    0.000    0.223    0.005 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_ops.py:3307(bias_add)
        3    0.000    0.000    0.222    0.074 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\data_adapter.py:373(slice_inputs)
     2904    0.035    0.000    0.221    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\func_graph.py:365(inner_cm)
        3    0.000    0.000    0.220    0.073 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:1378(losses)
        3    0.000    0.000    0.220    0.073 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\impl\conversion.py:63(transform_ast)
       24    0.000    0.000    0.219    0.009 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:1503(_tag_callable)
       24    0.000    0.000    0.219    0.009 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:2430(_loss_for_variable)
       24    0.000    0.000    0.218    0.009 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\regularizers.py:310(__call__)
14157/10305    0.078    0.000    0.210    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1318(MergeFrom)
        6    0.000    0.000    0.203    0.034 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:1557(map)
     1212    0.016    0.000    0.189    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\util\nest.py:573(map_structure)
  3021/66    0.023    0.000    0.187    0.003 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:421(visit)
 4770/204    0.034    0.000    0.184    0.001 C:\Users\39331\anaconda3\lib\ast.py:433(generic_visit)
      205    0.004    0.000    0.183    0.001 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:838(assign)
        1    0.000    0.000    0.182    0.182 C:\Users\39331\AppData\Local\Temp\tmp_i95yzkk.py:9(tf__predict_function)
        1    0.000    0.000    0.181    0.181 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:1441(step_function)
     3537    0.010    0.000    0.181    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:1091(SerializeToString)
     1727    0.016    0.000    0.179    0.000 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:89(get_read_write_resource_inputs)
        3    0.000    0.000    0.178    0.059 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\losses.py:239(call)
        3    0.000    0.000    0.178    0.059 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\losses.py:1497(categorical_crossentropy)
        3    0.000    0.000    0.172    0.057 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\backend.py:4640(categorical_crossentropy)
        3    0.000    0.000    0.171    0.057 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_ops.py:3740(softmax_cross_entropy_with_logits_v2)
        1    0.000    0.000    0.171    0.171 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:1444(run_step)
        3    0.000    0.000    0.171    0.057 C:\Users\39331\anaconda3\lib\site-packages\tensorflow\python\ops\nn_ops.py:3803(softmax_cross_entropy_with_logits_v2_helper)
    12721    0.048    0.000    0.167    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\internal\python_message.py:461(MakeSubMessageDefault)
6244/6198    0.013    0.000    0.164    0.000 C:\Users\39331\anaconda3\lib\site-packages\google\protobuf\message.py:117(CopyFrom)
